Id,ClientID,ExerciseID,RotationID,DatePerformed,Weight,Sets,Reps,Intensity,Effort,Volume
99,1,25,2,9/1/2021,260,2,8,0.641975309,,4160
100,1,30,2,9/1/2021,155,1,6,,,930
101,1,30,2,9/1/2021,135,3,6,,,2430
102,1,10,2,9/1/2021,110,4,10,,,4400
103,1,37,2,9/1/2021,0,4,15,,,0
104,1,41,2,9/1/2021,45,4,15,,,2700
105,1,25,2,9/5/2021,375,1,4,0.925925926,8.5,1500
106,1,25,2,9/5/2021,335,4,4,0.827160494,8,5360
107,1,28,2,9/5/2021,155,1,7,0.688888889,8,1085
108,1,28,2,9/5/2021,135,3,9,0.6,7,3645
109,1,18,2,9/5/2021,17.5,3,15,,,787.5
110,1,8,2,9/5/2021,65,3,15,,,2925
111,1,24,2,9/5/2021,90,3,15,,,4050
112,1,9,2,9/5/2021,57,3,20,,,3420
113,1,5,2,9/6/2021,195,1,4,0.709090909,8.5,780
114,1,5,2,9/6/2021,175,3,5,0.636363636,8,2625
115,1,5,2,9/6/2021,170,1,7,0.618181818,8,1190
116,1,16,2,9/6/2021,325,1,1,0.890410959,7,325
117,1,16,2,9/6/2021,285,4,6,0.780821918,7,6840
118,1,22,2,9/6/2021,45,3,12,,,1620
119,1,29,2,9/6/2021,70,5,10,,,3500
120,1,46,2,9/6/2021,10,3,10,,,300
121,1,13,2,9/6/2021,0,3,15,,,0
122,1,25,2,9/8/2021,325,1,2,0.802469136,6.5,650
123,1,25,2,9/8/2021,275,4,8,0.679012346,5,8800
124,1,30,2,9/8/2021,155,1,6,,,930
125,1,30,2,9/8/2021,135,3,6,,,2430
126,1,10,2,9/8/2021,110,4,10,,,4400
127,1,41,2,9/8/2021,45,4,15,,,2700
128,1,37,2,9/8/2021,0,4,15,,,0
129,1,14,2,9/10/2021,425,1,3,0.85,7.5,1275
130,1,14,2,9/10/2021,385,5,4,0.77,7.5,7700
131,1,25,2,9/10/2021,300,3,7,0.740740741,,6300
132,1,5,2,9/10/2021,205,1,1,0.745454545,7,205
133,1,5,2,9/10/2021,155,3,8,0.563636364,7,3720
134,1,20,2,9/10/2021,70,4,12,,,3360
135,1,18,2,9/10/2021,15,4,15,,,900
136,1,25,2,9/12/2021,385,1,3,0.950617284,9,1155
137,1,28,2,9/12/2021,155,1,7,0.688888889,8,1085
138,1,28,2,9/12/2021,135,3,9,0.6,8,3645
139,1,16,2,9/13/2021,335,1,1,0.917808219,8,335
140,1,16,2,9/13/2021,300,4,5,0.821917808,7.5,6000
141,1,25,2,9/13/2021,315,7,4,0.777777778,,8820
142,1,5,2,9/13/2021,205,1,4,0.745454545,8.5,820
143,1,5,2,9/13/2021,185,3,5,0.672727273,8,2775
144,1,5,2,9/13/2021,165,1,9,0.6,8,1485
145,1,8,2,9/14/2021,75,3,15,,,3375
146,1,22,2,9/14/2021,45,3,12,,,1620
147,1,46,2,9/14/2021,10,3,10,,,300
148,1,9,2,9/14/2021,65,3,20,,,3900
149,1,24,2,9/14/2021,100,3,15,,,4500
150,1,13,2,9/14/2021,0,3,15,,,0
151,1,14,2,9/17/2021,455,1,3,0.91,8.5,1365
152,1,14,2,9/17/2021,405,5,4,0.81,8.5,8100
153,1,25,2,9/17/2021,315,3,7,0.777777778,,6615
154,1,5,2,9/17/2021,205,1,1,0.745454545,7,205
155,1,5,2,9/17/2021,155,3,8,0.563636364,7,3720
156,1,20,2,9/17/2021,70,4,12,,,3360
157,1,25,2,9/19/2021,315,5,4,0.777777778,6,6300
158,1,8,2,9/19/2021,85,3,15,,,3825
159,1,28,2,9/19/2021,135,1,7,0.6,6,945
160,1,28,2,9/19/2021,135,3,9,0.6,6,3645
161,1,9,2,9/19/2021,57,3,20,,,3420
162,1,18,2,9/19/2021,17.5,3,15,,,787.5
163,1,24,2,9/19/2021,100,3,15,,,4500
164,1,16,2,9/20/2021,345,1,1,0.945205479,7,345
165,1,16,2,9/20/2021,315,3,5,0.863013699,7,4725
166,1,5,2,9/20/2021,185,1,4,0.672727273,6,740
167,1,5,2,9/20/2021,165,3,5,0.6,6,2475
168,1,22,2,9/20/2021,50,4,12,,,2400
169,1,46,2,9/20/2021,10,3,10,,,300
170,1,29,2,9/20/2021,50,3,10,,,1500
171,1,14,2,9/24/2021,405,1,3,0.81,6,1215
172,1,14,2,9/24/2021,365,4,4,0.73,6,5840
173,1,25,2,9/24/2021,315,2,7,0.777777778,,4410
174,1,42,2,9/24/2021,315,1,6,0.692307692,6,1890
175,1,5,2,9/24/2021,205,1,1,0.745454545,7,205
176,1,5,2,9/24/2021,135,2,8,0.490909091,7,2160
177,1,20,2,9/24/2021,70,4,12,,,3360
178,1,18,2,9/24/2021,15,3,15,,,675
179,1,42,2,9/25/2021,335,6,3,0.736263736,6,6030
180,1,8,2,9/25/2021,95,3,15,,,4275
181,1,28,2,9/25/2021,185,1,5,0.822222222,6,925
182,1,28,2,9/25/2021,150,3,7,0.666666667,6,3150
183,1,9,2,9/25/2021,67,3,20,,,4020
184,1,27,2,9/25/2021,35,3,12,,,1260
185,1,24,2,9/25/2021,105,1,15,,,1575
186,1,24,2,9/25/2021,110,2,15,,,3300
187,1,16,2,9/27/2021,355,1,1,0.97260274,7,355
188,1,16,2,9/27/2021,325,4,6,0.890410959,7,7800
189,1,5,2,9/27/2021,205,1,3,0.745454545,6,615
190,1,5,2,9/27/2021,185,1,3,0.672727273,6,555
191,1,5,2,9/27/2021,175,4,4,0.636363636,6,2800
192,1,22,2,9/27/2021,55,3,12,,,1980
193,1,36,2,9/27/2021,0,3,7,,,0
194,1,46,2,9/27/2021,10,2,10,,,200
195,1,25,2,9/29/2021,335,1,1,0.827160494,7,335
196,1,25,2,9/29/2021,315,3,7,0.777777778,7,6615
197,1,10,2,9/29/2021,80,4,8,,,2560
198,1,5,2,9/29/2021,225,1,4,0.818181818,8,900
199,1,5,2,9/29/2021,185,3,5,0.672727273,7,2775
200,1,14,2,10/1/2021,455,1,1,0.91,8.5,455
201,1,14,2,10/1/2021,365,6,3,0.73,6,6570
202,1,42,2,10/1/2021,315,3,7,0.692307692,6,6615
203,1,5,2,10/1/2021,225,1,1,0.818181818,8,225
204,1,5,2,10/1/2021,155,3,8,0.563636364,6,3720
205,1,20,2,10/1/2021,80,3,12,,,2880
206,1,27,2,10/1/2021,35,2,10,,,700
207,1,27,2,10/1/2021,25,1,8,,,200
208,1,42,2,10/2/2021,355,3,6,0.78021978,6.5,6390
209,1,8,2,10/2/2021,115,3,10,,,3450
210,1,28,2,10/2/2021,155,1,5,0.688888889,6.5,775
211,1,28,2,10/2/2021,135,3,7,0.6,6.5,2835
212,1,9,2,10/2/2021,67,3,20,,,4020
213,1,40,2,10/2/2021,35,3,10,,,1050
214,1,16,2,10/4/2021,365,1,1,1,7,365
215,1,16,2,10/4/2021,325,4,5,0.890410959,7,6500
216,1,36,2,10/4/2021,0,3,10,,,0
217,1,46,2,10/4/2021,10,2,10,,,200
218,1,5,2,10/4/2021,205,2,3,0.745454545,7.5,1230
219,1,5,2,10/4/2021,185,4,4,0.672727273,7,2960
220,1,22,2,10/4/2021,60,3,12,,,2160
221,1,14,2,10/8/2021,435,1,3,0.87,6.5,1305
222,1,14,2,10/8/2021,405,6,3,0.81,6.5,7290
223,1,42,2,10/8/2021,365,1,1,0.802197802,8,365
224,1,42,2,10/8/2021,315,1,7,0.692307692,6,2205
225,1,5,2,10/8/2021,225,1,1,0.818181818,8,225
226,1,5,2,10/8/2021,185,3,8,0.672727273,7,4440
227,1,20,2,10/8/2021,80,4,12,,,3840
228,1,42,2,10/9/2021,365,6,2,0.802197802,7.5,4380
229,1,8,2,10/9/2021,125,3,10,,,3750
230,1,40,2,10/9/2021,35,3,10,,,1050
231,1,9,2,10/9/2021,65,3,20,,,3900
232,1,28,2,10/9/2021,185,1,4,0.822222222,7,740
233,1,28,2,10/9/2021,155,3,6,0.688888889,6,2790
234,1,16,2,10/11/2021,375,1,1,1.02739726,7,375
235,1,16,2,10/11/2021,335,4,5,0.917808219,7,6700
236,1,5,2,10/11/2021,230,1,2,0.836363636,8,460
237,1,5,2,10/11/2021,205,1,2,0.745454545,6,410
238,1,5,2,10/11/2021,205,4,3,0.745454545,6.5,2460
239,1,22,2,10/11/2021,55,3,10,,,1650
240,1,36,2,10/11/2021,0,3,8,,,0
241,1,46,2,10/11/2021,10,2,10,,,200
242,1,25,2,10/13/2021,385,1,1,0.950617284,8.5,385
243,1,25,2,10/13/2021,405,1,1,1,9,405
244,1,5,2,10/13/2021,225,1,5,0.818181818,7,1125
245,1,5,2,10/13/2021,185,3,5,0.672727273,6,2775
246,1,10,2,10/13/2021,80,4,8,,,2560
247,1,22,2,10/13/2021,55,3,10,,,1650
248,1,25,2,10/13/2021,315,4,5,0.777777778,7,6300
249,1,42,2,10/18/2021,405,1,2,0.89010989,7,810
250,1,42,2,10/18/2021,365,1,2,0.802197802,7,730
251,1,42,2,10/18/2021,335,1,8,0.736263736,6,2680
252,1,5,2,10/18/2021,245,1,2,0.890909091,7,490
253,1,5,2,10/18/2021,225,3,5,0.818181818,6.5,3375
254,1,27,2,10/18/2021,35,3,10,,,1050
255,1,36,2,10/18/2021,0,3,10,,,0
256,1,46,2,10/18/2021,10,2,10,,,200
257,1,25,2,10/20/2021,405,1,1,1,8.5,405
258,1,25,2,10/20/2021,335,4,5,0.827160494,6,6700
259,1,22,2,10/20/2021,65,3,10,,,1950
260,1,14,2,10/22/2021,455,1,3,0.91,8,1365
261,1,14,2,10/22/2021,475,1,1,0.95,10,475
262,1,42,2,10/22/2021,405,1,1,0.89010989,8.5,405
263,1,5,2,10/22/2021,265,1,1,0.963636364,10,265
264,1,42,2,10/23/2021,425,1,1,0.934065934,9,425
265,1,5,2,10/23/2021,255,1,1,0.927272727,7,255
266,1,5,2,10/23/2021,235,2,2,0.854545455,8,940
267,1,25,2,10/26/2021,405,1,1,1,9.5,405
268,1,42,2,10/26/2021,315,4,5,0.692307692,6,6300
269,1,14,2,10/26/2021,455,1,1,0.91,8,455
270,1,14,2,10/26/2021,405,4,1,0.81,7,1620
271,1,42,2,10/27/2021,385,1,1,0.846153846,10,385
272,1,42,2,10/27/2021,335,2,5,0.736263736,7,3350
273,1,42,2,10/27/2021,275,2,8,0.604395604,5,4400
274,1,5,2,10/27/2021,225,5,3,0.818181818,7,3375
275,1,14,2,10/29/2021,455,1,1,0.91,9,455
276,1,14,2,10/29/2021,405,2,1,0.81,7,810
277,1,14,2,10/29/2021,405,2,6,0.81,7,4860
278,1,5,2,10/29/2021,245,1,2,0.890909091,8.5,490
279,1,5,2,10/29/2021,225,3,5,0.818181818,7,3375
280,1,14,2,11/1/2021,455,1,1,0.91,8,455
281,1,14,2,11/1/2021,405,2,6,0.81,7,4860
282,1,42,2,11/1/2021,275,4,5,0.604395604,5,5500
283,1,5,2,11/1/2021,155,3,6,0.563636364,6,2790
284,1,42,2,11/3/2021,405,1,1,0.89010989,8,405
285,1,42,2,11/3/2021,350,4,5,0.769230769,8,7000
286,1,5,2,11/3/2021,225,1,3,0.818181818,7,675
287,1,14,2,11/6/2021,505,1,1,1.01,10,505
288,1,25,2,11/6/2021,410,1,1,1.012345679,10,410
289,1,39,2,11/10/2021,275,5,5,,,6875
290,1,14,2,11/12/2021,495,1,1,0.99,10,495
291,1,14,2,11/12/2021,315,3,7,0.63,7,6615
292,1,39,2,11/12/2021,135,4,10,,,5400
293,1,42,2,11/14/2021,405,1,1,0.89010989,8,405
294,1,3,2,11/14/2021,225,2,10,,,4500
295,1,5,2,11/14/2021,275,1,1,1,10,275
296,1,25,3,11/15/2021,355,1,4,0.865853659,8,1420
297,1,25,3,11/15/2021,315,3,4,0.768292683,8,3780
298,1,8,3,11/15/2021,95,3,15,0.76,,4275
299,1,40,3,11/15/2021,30,3,15,0.857142857,,1350
300,1,28,3,11/15/2021,170,1,7,0.755555556,6.5,1190
301,1,28,3,11/15/2021,155,2,9,0.688888889,6.5,2790
302,1,9,3,11/15/2021,65,3,20,0.970149254,,3900
303,1,2,3,11/16/2021,365,1,1,,,365
304,1,2,3,11/16/2021,315,3,6,,,5670
305,1,5,3,11/16/2021,215,1,4,0.781818182,6,860
306,1,5,3,11/16/2021,195,3,5,0.709090909,6,2925
307,1,22,3,11/16/2021,65,1,12,1,,780
308,1,22,3,11/16/2021,65,1,10,1,,650
309,1,22,3,11/16/2021,55,2,12,0.846153846,,1320
310,1,46,3,11/16/2021,10,3,10,1,,300
311,1,39,3,11/17/2021,275,1,1,1,7,275
312,1,39,3,11/17/2021,245,4,8,0.890909091,6.5,7840
313,1,5,3,11/17/2021,205,1,6,0.745454545,6,1230
314,1,5,3,11/17/2021,185,2,6,0.672727273,6,2220
315,1,27,3,11/17/2021,45,3,15,1.285714286,,2025
316,1,14,3,11/19/2021,415,1,3,0.821782178,6,1245
317,1,14,3,11/19/2021,375,3,4,0.742574257,6,4500
318,1,5,3,11/19/2021,235,1,1,0.854545455,6,235
319,1,5,3,11/19/2021,185,2,8,0.672727273,6,2960
320,1,42,3,11/19/2021,275,3,8,0.604395604,5,6600
321,1,20,3,11/19/2021,80,4,12,1,,3840
322,1,46,3,11/19/2021,10,2,15,1,,300
323,1,42,3,11/20/2021,355,1,4,0.78021978,6,1420
324,1,42,3,11/20/2021,320,4,4,0.703296703,6,5120
325,1,28,3,11/20/2021,170,1,7,0.755555556,6.5,1190
326,1,28,3,11/20/2021,153,3,9,0.68,6.5,4131
327,1,40,3,11/20/2021,35,3,15,1,,1575
328,1,8,3,11/20/2021,105,3,15,0.84,,4725
329,1,2,3,11/22/2021,365,1,1,,,365
330,1,2,3,11/22/2021,315,4,6,,,7560
331,1,5,3,11/22/2021,215,1,4,0.781818182,6,860
332,1,5,3,11/22/2021,200,3,5,0.727272727,6,3000
333,1,5,3,11/22/2021,200,1,7,0.727272727,6,1400
334,1,22,3,11/22/2021,65,2,12,1,,1560
335,1,22,3,11/22/2021,50,2,12,0.769230769,,1200
336,1,3,3,11/24/2021,275,1,1,1.222222222,,275
337,1,3,3,11/24/2021,225,4,8,1,,7200
338,1,5,3,11/24/2021,205,1,6,0.745454545,6,1230
339,1,5,3,11/24/2021,195,3,6,0.709090909,6,3510
340,1,44,3,11/24/2021,60,3,15,,,2700
341,1,10,3,11/24/2021,100,4,10,0.909090909,,4000
342,1,14,3,11/26/2021,415,1,1,0.821782178,6,415
343,1,14,3,11/26/2021,375,4,4,0.742574257,6,6000
344,1,42,3,11/26/2021,275,1,7,0.604395604,5,1925
345,1,5,3,11/26/2021,245,1,1,0.890909091,7,245
346,1,5,3,11/26/2021,185,1,8,0.672727273,6,1480
347,1,5,3,11/26/2021,195,1,8,0.709090909,6,1560
348,1,5,3,11/26/2021,205,1,8,0.745454545,6,1640
349,1,42,3,12/4/2021,405,1,6,0.89010989,10,2430
350,1,42,3,12/4/2021,365,1,4,0.802197802,7,1460
351,1,28,3,12/4/2021,225,1,7,1,7,1575
352,1,2,3,12/6/2021,405,1,4,,,1620
353,1,14,3,12/6/2021,405,1,7,0.801980198,10,2835
354,1,2,3,12/6/2021,365,1,4,,,1460
355,1,14,3,12/6/2021,365,1,9,0.722772277,10,3285
356,1,2,3,12/6/2021,315,1,5,,,1575
357,1,28,3,12/11/2021,185,1,9,0.822222222,7.5,1665
358,1,28,3,12/11/2021,165,2,7,0.733333333,7.5,2310
359,1,42,3,12/16/2021,405,1,4,0.89010989,10,1620
360,1,14,3,12/17/2021,500,1,1,0.99009901,10,500
361,1,42,3,12/18/2021,335,3,4,0.736263736,6,4020
362,1,28,3,12/18/2021,185,1,7,0.822222222,7.5,1295
363,1,28,3,12/18/2021,165,3,9,0.733333333,7.5,4455
364,1,5,3,12/20/2021,225,1,4,0.818181818,7.5,900
365,1,5,3,12/20/2021,200,3,5,0.727272727,7.5,3000
366,1,5,3,12/20/2021,225,1,6,0.818181818,7.5,1350
367,1,32,3,12/20/2021,405,1,1,,10,405
368,1,32,3,12/20/2021,365,1,6,,9,2190
369,1,32,3,12/20/2021,315,3,6,,8,5670
370,1,8,3,12/21/2021,135,3,15,1.08,,6075
371,1,45,3,12/21/2021,180,5,5,,,4500
372,1,22,3,12/21/2021,55,4,12,0.846153846,,2640
373,1,40,3,12/21/2021,35,3,15,1,,1575
374,1,46,3,12/21/2021,10,3,10,1,,300
375,1,9,3,12/21/2021,72.5,3,20,1.082089552,,4350
376,1,3,3,12/22/2021,335,1,1,1.488888889,,335
377,1,3,3,12/22/2021,275,1,8,1.222222222,,2200
378,1,3,3,12/22/2021,225,3,8,1,,5400
379,1,6,3,12/22/2021,275,1,2,1,10,550
380,1,6,3,12/22/2021,250,5,3,0.909090909,8,3750
381,1,10,3,12/23/2021,120,4,10,1.090909091,,4800
382,1,44,3,12/23/2021,57,4,15,,,3420
383,1,26,3,12/23/2021,95,4,15,,,5700
384,1,14,3,12/24/2021,415,1,3,0.821782178,6,1245
385,1,14,3,12/24/2021,375,4,4,0.742574257,6,6000
386,1,5,3,12/24/2021,235,1,1,0.854545455,7,235
387,1,5,3,12/24/2021,185,3,8,0.672727273,7,4440
388,1,42,3,12/24/2021,275,3,7,0.604395604,6,5775
389,1,20,3,12/24/2021,100,3,15,1.25,,4500
390,1,42,3,12/26/2021,385,1,4,0.846153846,9,1540
391,1,42,3,12/26/2021,345,4,4,0.758241758,7.5,5520
392,1,28,3,12/26/2021,185,1,7,0.822222222,7.5,1295
393,1,28,3,12/26/2021,165,3,9,0.733333333,7.5,4455
394,1,8,3,12/28/2021,145,3,15,1.16,,6525
395,1,45,3,12/28/2021,145,5,10,,,7250
396,1,22,3,12/28/2021,60,1,12,0.923076923,,720
397,1,22,3,12/28/2021,70,3,12,1.076923077,,2520
398,1,40,3,12/28/2021,35,3,15,1,,1575
399,1,32,3,12/27/2021,405,1,1,,10,405
400,1,32,3,12/27/2021,315,4,6,,7,7560
401,1,5,3,12/27/2021,225,1,4,0.818181818,7,900
402,1,5,3,12/27/2021,205,3,5,0.745454545,6,3075
403,1,5,3,12/27/2021,205,1,8,0.745454545,6,1640
404,1,42,3,1/5/2022,425,1,1,0.934065934,10,425
405,1,42,3,1/5/2022,315,4,4,0.692307692,5,5040
406,1,14,3,1/7/2022,455,1,3,0.900990099,9,1365
407,1,14,3,1/7/2022,405,4,4,0.801980198,7,6480
408,1,5,3,1/7/2022,245,1,1,0.890909091,8,245
409,1,5,3,1/7/2022,185,2,8,0.672727273,7,2960
410,1,5,3,1/7/2022,185,1,4,0.672727273,5,740
411,1,20,3,1/7/2022,75,4,12,0.9375,,3600
412,1,42,3,1/8/2022,385,1,4,0.846153846,9,1540
413,1,42,3,1/8/2022,350,4,4,0.769230769,8.5,5600
414,1,28,3,1/8/2022,185,1,9,0.822222222,7.5,1665
415,1,28,3,1/8/2022,165,3,9,0.733333333,7.5,4455
416,1,8,3,1/9/2022,135,3,15,1.08,,6075
417,1,40,3,1/9/2022,30,3,15,0.857142857,,1350
418,1,9,3,1/9/2022,65,3,20,0.970149254,,3900
419,1,32,3,1/11/2022,405,1,1,,8,405
420,1,32,3,1/11/2022,455,1,1,,10,455
421,1,2,3,1/11/2022,345,3,6,,9,6210
422,1,2,3,1/11/2022,315,1,6,,8,1890
423,1,5,3,1/11/2022,225,1,4,0.818181818,7,900
424,1,5,3,1/11/2022,225,3,5,0.818181818,7,3375
425,1,5,3,1/11/2022,205,1,7,0.745454545,6,1435
426,1,46,3,1/11/2022,10,3,10,1,,300
427,1,39,3,1/12/2022,225,4,8,0.818181818,,7200
428,1,5,3,1/12/2022,225,1,6,0.818181818,9,1350
429,1,5,3,1/12/2022,175,3,6,0.636363636,7,3150
430,1,10,3,1/13/2022,100,4,10,0.909090909,,4000
431,1,27,3,1/13/2022,45,4,15,1.285714286,,2700
432,1,44,3,1/13/2022,50,4,15,,,3000
433,1,14,3,1/17/2022,495,1,3,0.98019802,10,1485
434,1,14,3,1/17/2022,405,2,4,0.801980198,8.5,3240
435,1,5,3,1/17/2022,225,1,4,0.818181818,7,900
436,1,5,3,1/17/2022,245,1,1,0.890909091,7.5,245
437,1,5,3,1/17/2022,205,3,8,0.745454545,7,4920
438,1,8,3,1/18/2022,145,3,15,1.16,,6525
439,1,10,3,1/18/2022,95,4,10,0.863636364,,3800
440,1,46,3,1/18/2022,10,3,10,1,,300
441,1,9,3,1/18/2022,65,3,20,0.970149254,,3900
442,1,42,3,1/15/2022,415,1,4,0.912087912,9.5,1660
443,1,6,3,1/15/2022,295,1,1,1.072727273,,295
444,1,6,3,1/15/2022,245,5,3,0.890909091,,3675
445,1,8,3,1/19/2022,145,3,15,1.16,,6525
446,1,26,3,1/19/2022,95,3,15,,,4275
447,1,9,3,1/19/2022,65,3,20,0.970149254,,3900
448,1,46,3,1/19/2022,10,3,10,1,,300
449,1,14,3,1/21/2022,415,1,3,0.821782178,8,1245
450,1,14,3,1/21/2022,365,4,4,0.722772277,7,5840
451,1,42,3,1/21/2022,300,3,7,0.659340659,5,6300
452,1,5,3,1/21/2022,245,1,1,0.890909091,7,245
453,1,5,3,1/21/2022,205,2,8,0.745454545,7,3280
454,1,20,3,1/21/2022,100,4,15,1.25,,6000
455,1,18,3,1/21/2022,15,3,15,0.857142857,,675
456,1,42,3,1/22/2022,385,1,3,0.846153846,8.5,1155
457,1,42,3,1/22/2022,355,1,3,0.78021978,8,1065
458,1,6,3,1/22/2022,275,1,1,1,,275
459,1,6,3,1/22/2022,245,5,3,0.890909091,,3675
460,1,32,3,1/22/2022,365,1,1,,,365
461,1,5,3,1/22/2022,225,1,7,0.818181818,10,1575
462,1,5,3,1/22/2022,205,4,4,0.745454545,8,3280
463,1,5,3,1/24/2022,225,1,7,0.818181818,10,1575
464,1,5,3,1/24/2022,205,4,4,0.745454545,8,3280
465,1,8,3,1/25/2022,135,3,15,1.08,,6075
466,1,38,3,1/25/2022,135,3,15,0.415384615,,6075
467,1,22,3,1/25/2022,65,4,12,1,,3120
468,1,40,3,1/25/2022,40,4,12,1.142857143,,1920
469,1,29,3,1/25/2022,65,4,10,0.8125,,2600
470,1,39,3,1/26/2022,315,1,1,1.145454545,,315
471,1,39,3,1/26/2022,225,3,6,0.818181818,,4050
